occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,protected,cx_int_no,formation,stratgroup,member,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,occurrence_comments,authorizer_no,enterer_no,modifier_no,authorizer,enterer,modifier,created,modified,paleomodel,paleolng,paleolat,geoplate
1215899,occ,,,158276,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Early Bajocian,Early Bathonian,171.6,164.7,51978,44.799999,-18.780832,MG,Morondava,,stated in text,seconds,outcrop,,,42,Bemerara,,,Bemerara,,,group of beds,,,,,,,,,,grainstone,"desiccation cracks,ooidal",,,Y,"""siliciclastic""",,,,,,grainstone,"desiccation cracks,ooidal",,,Y,"""siliciclastic""",,,,,lagoonal,,"""exposed carbonate mudflats"" in a lagoonal setting, inter/supratidal",,14,641,641,M. Carrano,A. Murch,A. Murch,2014-07-17 10:16:33,2014-07-17 10:16:41,gp_mid,33.5,-28.27,702
1215900,occ,,,158276,Sauropoda indet.,unranked clade,95571,,Sauropoda,,unranked clade,38653,Early Bajocian,Early Bathonian,171.6,164.7,51978,44.799999,-18.780832,MG,Morondava,,stated in text,seconds,outcrop,,,42,Bemerara,,,Bemerara,,,group of beds,,,,,,,,,,grainstone,"desiccation cracks,ooidal",,,Y,"""siliciclastic""",,,,,,grainstone,"desiccation cracks,ooidal",,,Y,"""siliciclastic""",,,,,lagoonal,,"""exposed carbonate mudflats"" in a lagoonal setting, inter/supratidal",Site TsIV,14,641,641,M. Carrano,A. Murch,A. Murch,2014-07-17 10:16:33,2014-07-17 10:18:32,gp_mid,33.5,-28.27,702
1215901,occ,,,126182,Sauropoda indet.,unranked clade,95571,,Sauropoda,,unranked clade,38653,Early Bajocian,Early Bathonian,171.6,164.7,51978,44.797501,-18.782778,MG,Morondava,,stated in text,seconds,outcrop,"ca. 50 km NW of Sahalaly tracksite, ""Tsiandro"" topo sheet; exposed along hillside on a narrow local path",,42,Bemerara,,,Bemerara,,,group of beds,,,,,,,,,single limestone bed with millimeter-scale lamination indicating possible microbial or algal mats,lime mudstone,"desiccation cracks,planar lamination,fine,coarse",,,Y,"""siliciclastic""",,,,,single limestone bed with millimeter-scale lamination indicating possible microbial or algal mats,lime mudstone,"desiccation cracks,planar lamination,fine,coarse",,,Y,"""siliciclastic""",,,,,lagoonal,,"""exposed carbonate mudflats"" in a lagoonal setting, inter/supratidal",Site TsIV,14,641,641,M. Carrano,A. Murch,A. Murch,2014-07-17 10:17:41,2014-07-17 10:17:45,gp_mid,33.5,-28.27,702
1215903,occ,,,158278,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Early Bajocian,Early Bathonian,171.6,164.7,51978,44.787777,-18.793056,MG,Morondava,,stated in text,seconds,outcrop,,,42,Bemerara,,,Bemerara,,,bed,,,,,,,,,,"""limestone""","fine,coarse",,,Y,"""siliciclastic""",,,,,,"""limestone""","fine,coarse",,,Y,"""siliciclastic""",,,,,lagoonal,,"""exposed carbonate mudflats"" in a lagoonal setting, inter/supratidal",,14,641,641,M. Carrano,A. Murch,A. Murch,2014-07-17 10:27:24,2014-07-17 10:27:30,gp_mid,33.48,-28.27,702
1215910,occ,,,158282,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Early Bajocian,Early Bathonian,171.6,164.7,51978,44.807499,-18.799999,MG,Morondava,,stated in text,seconds,outcrop,,,42,Bemerara,,,Bemerara,,,bed,,,,,,,,,,"""limestone""","fine,coarse",,,Y,"""siliciclastic""",,,,,,"""limestone""","fine,coarse",,,Y,"""siliciclastic""",,,,,lagoonal,,"""exposed carbonate mudflats"" in a lagoonal setting, inter/supratidal",,14,641,641,M. Carrano,A. Murch,A. Murch,2014-07-17 10:43:36,2014-07-17 10:43:43,gp_mid,33.5,-28.29,702
1215911,occ,,,158283,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Early Bajocian,Early Bathonian,171.6,164.7,51978,44.81028,-18.805555,MG,Morondava,,stated in text,seconds,outcrop,,,42,Bemerara,,,Bemerara,,,bed,,,,,,,,,,"""limestone""","fine,coarse",,,Y,"""siliciclastic""",,,,,,"""limestone""","fine,coarse",,,Y,"""siliciclastic""",,,,,lagoonal,,"""exposed carbonate mudflats"" in a lagoonal setting, inter/supratidal",,14,641,641,M. Carrano,A. Murch,A. Murch,2014-07-17 10:44:55,2014-07-17 10:45:00,gp_mid,33.5,-28.29,702
1217033,occ,,,159014,n. gen. Kulindadromeus n. sp. zabaikalicus,species,300573,,Kulindadromeus zabaikalicus,,species,300573,Late Bathonian,Late Jurassic,167.7,145,52036,116.651314,52.51004,RU,Zabaykal'ye,Chernyshevskiy,estimated from map,6,outcrop,"Kulinda, Olov Depression, Chernyshevsky district, Chita region, Zabaikalsky Krai, SE Siberia. Ca. 220 km E of Chita.",,15,Ukureyskaya,,,Ukureyskaya,,,group of beds,,,,,,,,Two distinct bonebeds at base of formation. Bonebed 4 is older than Bonebed 3.,"""Bonebed 3…a gray, silty matrix.   [Bonebed 4] comprises a finely laminated, organic-rich claystone and is completely devoid of interspersed quartz grains.""",siltstone,"tuffaceous,gray",,,Y,claystone,planar lamination,lithified,,Y,"""Bonebed 3…a gray, silty matrix.   [Bonebed 4] comprises a finely laminated, organic-rich claystone and is completely devoid of interspersed quartz grains.""",siltstone,"tuffaceous,gray",,,Y,claystone,planar lamination,lithified,,Y,lacustrine - large,,"The dinosaur bones are associated with abundant, well-preserved fossils of plants, insect larvae, and freshwater crustaceans that suggest deposition in a low-energy, probably lacustrine, freshwater environment. The sequence includes tuff deposits and ignimbrites that indicate local volcanic activity",6 partial skulls and several hundred disarticulated skeletons,447,447,14,R. Benson,R. Benson,M. Carrano,2014-07-25 4:25:23,2014-07-25 9:37:49,gp_mid,113.45,63.81,401
1217065,occ,,,159014,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Late Bathonian,Late Jurassic,167.7,145,52036,116.651314,52.51004,RU,Zabaykal'ye,Chernyshevskiy,estimated from map,6,outcrop,"Kulinda, Olov Depression, Chernyshevsky district, Chita region, Zabaikalsky Krai, SE Siberia. Ca. 220 km E of Chita.",,15,Ukureyskaya,,,Ukureyskaya,,,group of beds,,,,,,,,Two distinct bonebeds at base of formation. Bonebed 4 is older than Bonebed 3.,"""Bonebed 3…a gray, silty matrix.   [Bonebed 4] comprises a finely laminated, organic-rich claystone and is completely devoid of interspersed quartz grains.""",siltstone,"tuffaceous,gray",,,Y,claystone,planar lamination,lithified,,Y,"""Bonebed 3…a gray, silty matrix.   [Bonebed 4] comprises a finely laminated, organic-rich claystone and is completely devoid of interspersed quartz grains.""",siltstone,"tuffaceous,gray",,,Y,claystone,planar lamination,lithified,,Y,lacustrine - large,,"The dinosaur bones are associated with abundant, well-preserved fossils of plants, insect larvae, and freshwater crustaceans that suggest deposition in a low-energy, probably lacustrine, freshwater environment. The sequence includes tuff deposits and ignimbrites that indicate local volcanic activity",tooth,14,14,14,M. Carrano,M. Carrano,M. Carrano,2014-07-25 9:37:49,2014-07-25 9:37:58,gp_mid,113.45,63.81,401
1220161,occ,,,46439,Camarasaurus lentus,species,71837,,Camarasaurus lentus,,species,63764,Tithonian,,152.1,145,52132,-110.687622,39.32399,US,Utah,Emery,stated in text,6,outcrop,"SE 1/4, SE 1/4, Sec 21, T17S, R11E, SLBM, approx. 20 mi. S of Price (Carbon Co.) and 8 mi E of Cleveland (Emery Co.), UT",FED,124,Morrison,,Brushy Basin,Morrison,,Brushy Basin,bed,,,,,,,,"lower part of member, ca. 38 m above basal contact ","""a drab gray calcareous claystone...capped by a fossiliferous micritic limestone""; ""a calcarous mudstone that...also includes abundant diagenetic limestone nodules and clay clasts.""",mudstone,"nodular,intraclastic,gray",,calcareous,Y,lime mudstone,,,,,"""a drab gray calcareous claystone...capped by a fossiliferous micritic limestone""; ""a calcarous mudstone that...also includes abundant diagenetic limestone nodules and clay clasts.""",mudstone,"nodular,intraclastic,gray",,calcareous,Y,lime mudstone,,,,,pond,,channel-top swale or oxbow pond in poorly drained floodplain/delta; overlain by lacustrine facies,CEU 1694,14,14,0,M. Carrano,M. Carrano,,2014-08-04 8:47:52,2014-08-04 8:47:52,gp_mid,,,coordinates not computable using this model
1220162,occ,,,46439,Camarasaurus sp.,genus,38697,,Camarasaurus,,genus,38697,Tithonian,,152.1,145,52132,-110.687622,39.32399,US,Utah,Emery,stated in text,6,outcrop,"SE 1/4, SE 1/4, Sec 21, T17S, R11E, SLBM, approx. 20 mi. S of Price (Carbon Co.) and 8 mi E of Cleveland (Emery Co.), UT",FED,124,Morrison,,Brushy Basin,Morrison,,Brushy Basin,bed,,,,,,,,"lower part of member, ca. 38 m above basal contact ","""a drab gray calcareous claystone...capped by a fossiliferous micritic limestone""; ""a calcarous mudstone that...also includes abundant diagenetic limestone nodules and clay clasts.""",mudstone,"nodular,intraclastic,gray",,calcareous,Y,lime mudstone,,,,,"""a drab gray calcareous claystone...capped by a fossiliferous micritic limestone""; ""a calcarous mudstone that...also includes abundant diagenetic limestone nodules and clay clasts.""",mudstone,"nodular,intraclastic,gray",,calcareous,Y,lime mudstone,,,,,pond,,channel-top swale or oxbow pond in poorly drained floodplain/delta; overlain by lacustrine facies,"RTMP 83.35.03, to 83.35.06",14,14,14,M. Carrano,M. Carrano,M. Carrano,2014-08-04 8:56:57,2017-03-14 16:55:07,gp_mid,,,coordinates not computable using this model
1220192,occ,,,159593,Szechuanosaurus campi,species,64293,nomen dubium,Theropoda,,unranked clade,38513,Tithonian,,152.1,145,52143,105.786247,32.410378,CN,Sichuan,,estimated from map,6,outcrop,"S of Kuangyuan/Guangyuan city, northern Sichuan, hill slopes of Chentsianyen escarpment",,124,Kuangyuan,,,Kuangyuan,,,group of beds,,,,,,,,"top of ""Kuangyuan Series""","""rich shell-bearing layer""",not reported,,,,,,,,,,"""rich shell-bearing layer""",not reported,,,,,,,,,,fluvial-lacustrine indet.,,,,14,14,0,M. Carrano,M. Carrano,,2014-08-04 15:26:34,2014-08-04 15:26:34,gp_mid,114.21,37.72,611
1220195,occ,,,159594,Sinocoelurus fragilis,species,64291,nomen dubium,Tetanurae,,unranked clade,53374,Tithonian,,152.1,145,52143,105.805908,32.403481,CN,Sichuan,,estimated from map,6,outcrop,"S of Kuangyuan/Guangyuan city, northern Sichuan, hill slopes of Chentsianyen escarpment",,124,Kuangyuan,,,Kuangyuan,,,group of beds,,,,,,,,"top of ""Kuangyuan Series""","""rich shell-bearing layer""",not reported,,,,,,,,,,"""rich shell-bearing layer""",not reported,,,,,,,,,,fluvial-lacustrine indet.,,,,14,14,0,M. Carrano,M. Carrano,,2014-08-04 15:27:42,2014-08-04 15:27:42,gp_mid,114.23,37.73,611
1220196,occ,,,159593,Chienkosaurus ceratosauroides,species,64292,nomen dubium,Tetanurae,,unranked clade,53374,Tithonian,,152.1,145,12540,105.786247,32.410378,CN,Sichuan,,estimated from map,6,outcrop,"S of Kuangyuan/Guangyuan city, northern Sichuan, hill slopes of Chentsianyen escarpment",,124,Kuangyuan,,,Kuangyuan,,,group of beds,,,,,,,,"top of ""Kuangyuan Series""","""rich shell-bearing layer""",not reported,,,,,,,,,,"""rich shell-bearing layer""",not reported,,,,,,,,,,fluvial-lacustrine indet.,,,IVPP V.193,14,14,14,M. Carrano,M. Carrano,M. Carrano,2014-08-04 15:39:09,2014-08-04 15:39:18,gp_mid,114.21,37.72,611
1220197,occ,,,47078,Chienkosaurus ceratosauroides,species,64292,nomen dubium,Tetanurae,,unranked clade,53374,Bajocian,,170.3,168.3,12540,105.83947,32.463531,CN,Sichuan,,based on nearby landmark,6,outcrop,"in hills along Chengtu-Sian highway, 2 km N of Kuangyuan city (Guangyuan)",,129,Shaximiao,Chongqing,Lower,Shaximiao,Chongqing,Lower,bed,,,,,,,,"middle part of ""Kuangyuan Series""\r\nSeveral radiometric ages have been reported for the Shaximiao Formation, including 167 Ma or 172 Ma (Zong and Shi, 1997), 167–172 Ma or 178–169 Ma (Gou et al., 2000), 163±3 Ma (Li et al., 2010), 160±4 Ma (Luo et al., 2014), 158±7 Ma (Qian et al., 2016), and 159±2 Ma (Wang et al., 2018). However, more recent studies suggest an older age; Dai et al. 2022 reported a maximum depositional age for the bone-bearing layers of the lower member of the Shaximiao formation to be Bjaocan. Zhou et al. 2022 also supported a late Middle Jurassic age for the Shaximiao Formation (Bathonian-Callovian).","""greenish gray sandstone...traces of mud cracks""",sandstone,"desiccation cracks,gray,green",,,Y,,,,,,"""greenish gray sandstone...traces of mud cracks""",sandstone,"desiccation cracks,gray,green",,,Y,,,,,,terrestrial indet.,,,IVPP V.190,14,14,14,M. Carrano,M. Carrano,M. Carrano,2014-08-04 15:41:30,2014-08-04 15:41:36,gp_mid,122.11,33.77,611
1223339,occ,30301,,160392,Palaeopoda indet.,suborder,67511,,Palaeopoda,,suborder,67511,Hettangian,Sinemurian,201.3,190.8,52304,28.172331,-28.68433,ZA,Free State,Fouriesburg,based on nearby landmark,6,small collection,"from an erosion donga on farm Bestersvlei, on a level with the farmhouse, to its NE, near Fouriesburg",,43,Elliot,Stormberg,Upper,Elliot,Stormberg,Upper,bed,,,,,,,,assumed to be Upper Elliot - 100 m below contact with Clarens Fm.,,not reported,,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,BPI No. 4264,14,14,14,M. Carrano,M. Carrano,M. Carrano,2014-08-19 10:59:45,2014-08-19 10:59:59,gp_mid,16.36,-42.94,701
1226834,occ,,,161247,Dinosauria indet.,unranked clade,52775,,Dinosauria,,unranked clade,52775,Hettangian,Sinemurian,201.3,190.8,52553,-72.70298,41.919174,US,Connecticut,Hartford,based on nearby landmark,6,outcrop,"in the small hamlet of Rainbow, Windsor",,43,Portland,Agawam,,Portland,Agawam,,group of beds,,,,,,,,formation assignment based on geographic location,,not reported,,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,tracks,14,14,14,M. Carrano,M. Carrano,M. Carrano,2014-09-03 9:56:41,2014-09-03 9:56:46,gp_mid,-9.22,21.41,101
1227703,occ,,,52815,Apatosaurus louisae,species,57752,,Apatosaurus louisae,,species,57752,Kimmeridgian,Tithonian,157.3,145,52605,-105.908501,42.152802,US,Wyoming,Albany,estimated from map,4,outcrop,"Sheep Creek, 25 miles NE of Medicine Bow, WY; orig. in Carbon Co.",,41,Morrison,,Lake Como,Morrison,,Lake Como,bed,,,,,,,,,,not reported,,,,,,,,,,,not reported,,,,,,,,,,lacustrine indet.,,,"DU 2 (= CM-BX-C-50), 3 (= CM-BX-C-50), 4 (= CM-BX-C-E-55, B1-E-6), 5 (= CM-BX-C-50), 6 (= CM-BX-E-51, ACC 1617), 9 (=CM-BX-C-49, B1-C-9, ACC 1617), 11 (= CM-BX-E-52, B1-E31)",14,14,0,M. Carrano,M. Carrano,,2014-09-05 12:54:04,2014-09-05 12:54:04,gp_mid,-40.28,28.8,101
1227704,occ,,,52815,Stegosaurus sp.,genus,38814,,Stegosaurus,,genus,38814,Kimmeridgian,Tithonian,157.3,145,52605,-105.908501,42.152802,US,Wyoming,Albany,estimated from map,4,outcrop,"Sheep Creek, 25 miles NE of Medicine Bow, WY; orig. in Carbon Co.",,41,Morrison,,Lake Como,Morrison,,Lake Como,bed,,,,,,,,,,not reported,,,,,,,,,,,not reported,,,,,,,,,,lacustrine indet.,,,"DU-7 (= CM-BX 173, 125A), 8 (= CM-BX-90), 12 (= CM-BX 373), 13 (= CM-BX 323 197)",14,14,0,M. Carrano,M. Carrano,,2014-09-05 12:54:04,2014-09-05 12:54:04,gp_mid,-40.28,28.8,101
1227705,occ,,,52815,Sauropoda indet.,unranked clade,38653,,Sauropoda,,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,52605,-105.908501,42.152802,US,Wyoming,Albany,estimated from map,4,outcrop,"Sheep Creek, 25 miles NE of Medicine Bow, WY; orig. in Carbon Co.",,41,Morrison,,Lake Como,Morrison,,Lake Como,bed,,,,,,,,,,not reported,,,,,,,,,,,not reported,,,,,,,,,,lacustrine indet.,,,DU-11,14,14,14,M. Carrano,M. Carrano,M. Carrano,2014-09-05 12:54:04,2014-09-05 12:54:10,gp_mid,-40.28,28.8,101
1227707,occ,,,52815,Camarasaurus sp.,genus,38697,,Camarasaurus,,genus,38697,Kimmeridgian,Tithonian,157.3,145,46207,-105.908501,42.152802,US,Wyoming,Albany,estimated from map,4,outcrop,"Sheep Creek, 25 miles NE of Medicine Bow, WY; orig. in Carbon Co.",,41,Morrison,,Lake Como,Morrison,,Lake Como,bed,,,,,,,,,,not reported,,,,,,,,,,,not reported,,,,,,,,,,lacustrine indet.,,,"CM 113, 574",14,14,14,M. Carrano,M. Carrano,M. Carrano,2014-09-05 12:54:19,2014-09-05 12:54:50,gp_mid,-40.28,28.8,101
1229707,occ,36759,,49653,Amanzia greppini,species,409505,,Amanzia greppini,,species,82952,Early Kimmeridgian,,155.7,150.8,71775,7.377222,47.288612,CH,Bern,,stated in text,seconds,small collection,"Basse Montagne Quarry, near Moutier, Jura Bernois, Savoy",,41,Reuchenette,,,Reuchenette,,,bed,,,,,,,,"Lower part of the Reuchenette Formation (divisum zone), early Kimmeridgian (Late\r\nJurassic)","""a greenish lens of marls and limestone...Removed matrix contained charcoal remains as well as fist-sized rhizolith concretions embedded in a clay matrix.""",marl,"lenticular,concretionary,green",,"calcareous,carbonaceous",Y,,,,,,"""a greenish lens of marls and limestone...Removed matrix contained charcoal remains as well as fist-sized rhizolith concretions embedded in a clay matrix.""",marl,"lenticular,concretionary,green",,"calcareous,carbonaceous",Y,,,,,,lacustrine - small,,"""deposition in an ephemeral lake without transport by currents""",NMNB MH 353,435,435,0,P. Mannion,P. Mannion,,2020-02-25 3:14:13,2020-02-25 3:14:13,gp_mid,21.38,30.18,305
1237630,occ,30547,,46439,Apatosaurus ? sp.,genus,38665,,Apatosaurus,,genus,38665,Tithonian,,152.1,145,53051,-110.687622,39.32399,US,Utah,Emery,stated in text,6,outcrop,"SE 1/4, SE 1/4, Sec 21, T17S, R11E, SLBM, approx. 20 mi. S of Price (Carbon Co.) and 8 mi E of Cleveland (Emery Co.), UT",FED,124,Morrison,,Brushy Basin,Morrison,,Brushy Basin,bed,,,,,,,,"lower part of member, ca. 38 m above basal contact ","""a drab gray calcareous claystone...capped by a fossiliferous micritic limestone""; ""a calcarous mudstone that...also includes abundant diagenetic limestone nodules and clay clasts.""",mudstone,"nodular,intraclastic,gray",,calcareous,Y,lime mudstone,,,,,"""a drab gray calcareous claystone...capped by a fossiliferous micritic limestone""; ""a calcarous mudstone that...also includes abundant diagenetic limestone nodules and clay clasts.""",mudstone,"nodular,intraclastic,gray",,calcareous,Y,lime mudstone,,,,,pond,,channel-top swale or oxbow pond in poorly drained floodplain/delta; overlain by lacustrine facies,,14,14,0,M. Carrano,M. Carrano,,2014-10-08 14:53:20,2014-10-08 14:53:20,gp_mid,,,coordinates not computable using this model
1237631,occ,30546,,46439,Ceratosaurus n. sp. dentisulcatus,species,65574,subjective synonym of,Ceratosaurus nasicornis,,species,54165,Tithonian,,152.1,145,13300,-110.687622,39.32399,US,Utah,Emery,stated in text,6,outcrop,"SE 1/4, SE 1/4, Sec 21, T17S, R11E, SLBM, approx. 20 mi. S of Price (Carbon Co.) and 8 mi E of Cleveland (Emery Co.), UT",FED,124,Morrison,,Brushy Basin,Morrison,,Brushy Basin,bed,,,,,,,,"lower part of member, ca. 38 m above basal contact ","""a drab gray calcareous claystone...capped by a fossiliferous micritic limestone""; ""a calcarous mudstone that...also includes abundant diagenetic limestone nodules and clay clasts.""",mudstone,"nodular,intraclastic,gray",,calcareous,Y,lime mudstone,,,,,"""a drab gray calcareous claystone...capped by a fossiliferous micritic limestone""; ""a calcarous mudstone that...also includes abundant diagenetic limestone nodules and clay clasts.""",mudstone,"nodular,intraclastic,gray",,calcareous,Y,lime mudstone,,,,,pond,,channel-top swale or oxbow pond in poorly drained floodplain/delta; overlain by lacustrine facies,,14,14,0,M. Carrano,M. Carrano,,2014-10-08 14:37:54,2014-10-08 14:37:54,gp_mid,,,coordinates not computable using this model
1237632,occ,33198,,46439,Barosaurus sp.,genus,38666,,Barosaurus,,genus,38666,Tithonian,,152.1,145,61877,-110.687622,39.32399,US,Utah,Emery,stated in text,6,outcrop,"SE 1/4, SE 1/4, Sec 21, T17S, R11E, SLBM, approx. 20 mi. S of Price (Carbon Co.) and 8 mi E of Cleveland (Emery Co.), UT",FED,124,Morrison,,Brushy Basin,Morrison,,Brushy Basin,bed,,,,,,,,"lower part of member, ca. 38 m above basal contact ","""a drab gray calcareous claystone...capped by a fossiliferous micritic limestone""; ""a calcarous mudstone that...also includes abundant diagenetic limestone nodules and clay clasts.""",mudstone,"nodular,intraclastic,gray",,calcareous,Y,lime mudstone,,,,,"""a drab gray calcareous claystone...capped by a fossiliferous micritic limestone""; ""a calcarous mudstone that...also includes abundant diagenetic limestone nodules and clay clasts.""",mudstone,"nodular,intraclastic,gray",,calcareous,Y,lime mudstone,,,,,pond,,channel-top swale or oxbow pond in poorly drained floodplain/delta; overlain by lacustrine facies,,14,14,0,M. Carrano,M. Carrano,,2017-03-14 16:56:17,2017-03-14 16:56:17,gp_mid,,,coordinates not computable using this model
1237633,occ,32213,,46439,Camptosaurus cf. browni,species,64602,subjective synonym of,Camptosaurus dispar,,species,52979,Tithonian,,152.1,145,58571,-110.687622,39.32399,US,Utah,Emery,stated in text,6,outcrop,"SE 1/4, SE 1/4, Sec 21, T17S, R11E, SLBM, approx. 20 mi. S of Price (Carbon Co.) and 8 mi E of Cleveland (Emery Co.), UT",FED,124,Morrison,,Brushy Basin,Morrison,,Brushy Basin,bed,,,,,,,,"lower part of member, ca. 38 m above basal contact ","""a drab gray calcareous claystone...capped by a fossiliferous micritic limestone""; ""a calcarous mudstone that...also includes abundant diagenetic limestone nodules and clay clasts.""",mudstone,"nodular,intraclastic,gray",,calcareous,Y,lime mudstone,,,,,"""a drab gray calcareous claystone...capped by a fossiliferous micritic limestone""; ""a calcarous mudstone that...also includes abundant diagenetic limestone nodules and clay clasts.""",mudstone,"nodular,intraclastic,gray",,calcareous,Y,lime mudstone,,,,,pond,,channel-top swale or oxbow pond in poorly drained floodplain/delta; overlain by lacustrine facies,,14,14,0,M. Carrano,M. Carrano,,2016-03-23 15:31:05,2016-03-23 15:31:05,gp_mid,,,coordinates not computable using this model
1237635,occ,30553,,46439,Stegosaurus sp.,genus,38814,,Stegosaurus,,genus,38814,Tithonian,,152.1,145,53052,-110.687622,39.32399,US,Utah,Emery,stated in text,6,outcrop,"SE 1/4, SE 1/4, Sec 21, T17S, R11E, SLBM, approx. 20 mi. S of Price (Carbon Co.) and 8 mi E of Cleveland (Emery Co.), UT",FED,124,Morrison,,Brushy Basin,Morrison,,Brushy Basin,bed,,,,,,,,"lower part of member, ca. 38 m above basal contact ","""a drab gray calcareous claystone...capped by a fossiliferous micritic limestone""; ""a calcarous mudstone that...also includes abundant diagenetic limestone nodules and clay clasts.""",mudstone,"nodular,intraclastic,gray",,calcareous,Y,lime mudstone,,,,,"""a drab gray calcareous claystone...capped by a fossiliferous micritic limestone""; ""a calcarous mudstone that...also includes abundant diagenetic limestone nodules and clay clasts.""",mudstone,"nodular,intraclastic,gray",,calcareous,Y,lime mudstone,,,,,pond,,channel-top swale or oxbow pond in poorly drained floodplain/delta; overlain by lacustrine facies,,14,14,0,M. Carrano,M. Carrano,,2014-10-08 15:01:26,2014-10-08 15:01:26,gp_mid,,,coordinates not computable using this model
1237636,occ,,,46439,Acanthopholidae ? indet.,subfamily,53389,subjective synonym of,Nodosauridae,,family,38817,Tithonian,,152.1,145,53051,-110.687622,39.32399,US,Utah,Emery,stated in text,6,outcrop,"SE 1/4, SE 1/4, Sec 21, T17S, R11E, SLBM, approx. 20 mi. S of Price (Carbon Co.) and 8 mi E of Cleveland (Emery Co.), UT",FED,124,Morrison,,Brushy Basin,Morrison,,Brushy Basin,bed,,,,,,,,"lower part of member, ca. 38 m above basal contact ","""a drab gray calcareous claystone...capped by a fossiliferous micritic limestone""; ""a calcarous mudstone that...also includes abundant diagenetic limestone nodules and clay clasts.""",mudstone,"nodular,intraclastic,gray",,calcareous,Y,lime mudstone,,,,,"""a drab gray calcareous claystone...capped by a fossiliferous micritic limestone""; ""a calcarous mudstone that...also includes abundant diagenetic limestone nodules and clay clasts.""",mudstone,"nodular,intraclastic,gray",,calcareous,Y,lime mudstone,,,,,pond,,channel-top swale or oxbow pond in poorly drained floodplain/delta; overlain by lacustrine facies,"""unknown sp. (probably assignable to Acanthopholidae)""",14,14,14,M. Carrano,M. Carrano,M. Carrano,2014-10-08 14:56:13,2014-10-08 14:56:18,gp_mid,,,coordinates not computable using this model
1237909,occ,,I,46438,Anomoepus intermedius,species,67389,subjective synonym of,Anomoepus scambus,,species,67417,Hettangian,,201.3,199.3,53064,-72.670998,41.660789,US,Connecticut,Hartford,based on nearby landmark,6,outcrop,"at a roadcut during construction of I-91 in Rocky Hill, E of intersection of Rtes. 3 and 160.",,134,East Berlin,Meriden,,East Berlin,Meriden,,group of beds,,,,,,,,orig. described as Triassic; 2-3 strata with tracks in a narrow interval,"""a somewhat micaceous reddish-brown sandstone occasionally interbedded with thin layers of shale."" ",sandstone,"micaceous,brown,red",,,Y,"""shale""",,,,,"""a somewhat micaceous reddish-brown sandstone occasionally interbedded with thin layers of shale."" ",sandstone,"micaceous,brown,red",,,Y,"""shale""",,,,,terrestrial indet.,,channel-top swale or oxbow pond in poorly drained floodplain/delta; overlain by lacustrine facies,,14,14,0,M. Carrano,M. Carrano,,2014-10-10 13:40:32,2014-10-10 13:40:32,gp_mid,-9.47,19.57,101
1237910,occ,,IF,46438,Grallator formosus,species,66096,subjective synonym of,Grallator tenuis,,species,67368,Hettangian,,201.3,199.3,53064,-72.670998,41.660789,US,Connecticut,Hartford,based on nearby landmark,6,outcrop,"at a roadcut during construction of I-91 in Rocky Hill, E of intersection of Rtes. 3 and 160.",,134,East Berlin,Meriden,,East Berlin,Meriden,,group of beds,,,,,,,,orig. described as Triassic; 2-3 strata with tracks in a narrow interval,"""a somewhat micaceous reddish-brown sandstone occasionally interbedded with thin layers of shale."" ",sandstone,"micaceous,brown,red",,,Y,"""shale""",,,,,"""a somewhat micaceous reddish-brown sandstone occasionally interbedded with thin layers of shale."" ",sandstone,"micaceous,brown,red",,,Y,"""shale""",,,,,terrestrial indet.,,channel-top swale or oxbow pond in poorly drained floodplain/delta; overlain by lacustrine facies,,14,14,0,M. Carrano,M. Carrano,,2014-10-10 13:40:32,2014-10-10 13:40:32,gp_mid,-9.47,19.57,101
